2025-10-30 22:46:49,565 - INFO - Model info: {'total_parameters': 25557032, 'trainable_parameters': 25557032, 'model_size_mb': 97.49234008789062}
2025-10-30 22:56:00,464 - INFO - Step 1100: {'train_loss_batch': 6.86368989944458, 'train_lr': 0.1, 'batch_time': 0.5003588422659199, 'data_time': 0.004931658208640893}
2025-10-30 22:56:50,692 - INFO - Step 1200: {'train_loss_batch': 6.797366142272949, 'train_lr': 0.1, 'batch_time': 0.5005191672751548, 'data_time': 0.0050481594571662285}
2025-10-30 22:57:41,047 - INFO - Step 1300: {'train_loss_batch': 6.888815402984619, 'train_lr': 0.1, 'batch_time': 0.5007517238839785, 'data_time': 0.005227751405673426}
2025-10-30 22:58:31,508 - INFO - Step 1400: {'train_loss_batch': 6.8581156730651855, 'train_lr': 0.1, 'batch_time': 0.501027323193928, 'data_time': 0.005483082751560688}
2025-10-30 22:59:21,771 - INFO - Step 1500: {'train_loss_batch': 6.812999725341797, 'train_lr': 0.1, 'batch_time': 0.5011340164487001, 'data_time': 0.005540906072536522}
2025-10-30 23:00:11,499 - INFO - Step 1600: {'train_loss_batch': 6.780761241912842, 'train_lr': 0.1, 'batch_time': 0.5008928058000001, 'data_time': 0.005256525804518462}
2025-10-30 23:01:01,222 - INFO - Step 1700: {'train_loss_batch': 6.824431419372559, 'train_lr': 0.1, 'batch_time': 0.5006773630217339, 'data_time': 0.005003835088291426}
2025-10-30 23:01:51,671 - INFO - Step 1800: {'train_loss_batch': 6.792529582977295, 'train_lr': 0.1, 'batch_time': 0.5008891826864748, 'data_time': 0.005168260831689914}
2025-10-30 23:02:41,898 - INFO - Step 1900: {'train_loss_batch': 6.695616245269775, 'train_lr': 0.1, 'batch_time': 0.500961697396324, 'data_time': 0.005210860285992248}
2025-10-30 23:03:31,668 - INFO - Step 2000: {'train_loss_batch': 6.8335113525390625, 'train_lr': 0.1, 'batch_time': 0.500798578324287, 'data_time': 0.004997862511310263}
2025-10-30 23:04:22,045 - INFO - Step 2100: {'train_loss_batch': 6.7818145751953125, 'train_lr': 0.1, 'batch_time': 0.5009402202913047, 'data_time': 0.005080189039910311}
2025-10-30 23:05:12,640 - INFO - Step 2200: {'train_loss_batch': 6.753451347351074, 'train_lr': 0.1, 'batch_time': 0.5011674299504421, 'data_time': 0.00525499722568732}
2025-10-30 23:06:02,482 - INFO - Step 2300: {'train_loss_batch': 6.715010166168213, 'train_lr': 0.1, 'batch_time': 0.5010482959258251, 'data_time': 0.005071419107038422}
2025-10-30 23:06:52,623 - INFO - Step 2400: {'train_loss_batch': 6.699526309967041, 'train_lr': 0.1, 'batch_time': 0.5010629710134294, 'data_time': 0.0050297269022797405}
2025-10-30 23:07:43,131 - INFO - Step 2500: {'train_loss_batch': 6.683793067932129, 'train_lr': 0.1, 'batch_time': 0.5012238774000287, 'data_time': 0.005131503859790313}
2025-10-30 23:08:33,635 - INFO - Step 2600: {'train_loss_batch': 6.738587379455566, 'train_lr': 0.1, 'batch_time': 0.5013704793080144, 'data_time': 0.005220467839869844}
2025-10-30 23:09:23,491 - INFO - Step 2700: {'train_loss_batch': 6.681015491485596, 'train_lr': 0.1, 'batch_time': 0.5012663597974103, 'data_time': 0.005065009135839808}
2025-10-30 23:10:13,365 - INFO - Step 2800: {'train_loss_batch': 6.55936861038208, 'train_lr': 0.1, 'batch_time': 0.501176016197082, 'data_time': 0.004919807215496201}
2025-10-30 23:11:03,889 - INFO - Step 2900: {'train_loss_batch': 6.585831642150879, 'train_lr': 0.1, 'batch_time': 0.5013161358936866, 'data_time': 0.0050085539326343975}
2025-10-30 23:11:53,789 - INFO - Step 3000: {'train_loss_batch': 6.52459716796875, 'train_lr': 0.1, 'batch_time': 0.5012388026781854, 'data_time': 0.004874864048816411}
2025-10-30 23:12:43,703 - INFO - Step 3100: {'train_loss_batch': 6.515152454376221, 'train_lr': 0.1, 'batch_time': 0.501171028871607, 'data_time': 0.0047507216106957295}
2025-10-30 23:13:34,217 - INFO - Step 3200: {'train_loss_batch': 6.67149543762207, 'train_lr': 0.1, 'batch_time': 0.501294994235076, 'data_time': 0.004831252340896545}
2025-10-30 23:14:24,101 - INFO - Step 3300: {'train_loss_batch': 6.566228866577148, 'train_lr': 0.1, 'batch_time': 0.5012207695730742, 'data_time': 0.004714842458018315}
2025-10-30 23:15:14,603 - INFO - Step 3400: {'train_loss_batch': 6.683077335357666, 'train_lr': 0.1, 'batch_time': 0.5013322461461082, 'data_time': 0.0047855545443249116}
2025-10-30 23:16:04,967 - INFO - Step 3500: {'train_loss_batch': 6.688716888427734, 'train_lr': 0.1, 'batch_time': 0.501398219138818, 'data_time': 0.004817141154533589}
2025-10-30 23:16:55,282 - INFO - Step 3600: {'train_loss_batch': 6.324864387512207, 'train_lr': 0.1, 'batch_time': 0.5014468868783168, 'data_time': 0.00482955027937525}
2025-10-30 23:17:45,160 - INFO - Step 3700: {'train_loss_batch': 6.437855243682861, 'train_lr': 0.1, 'batch_time': 0.5013746270228966, 'data_time': 0.004723994933537811}
2025-10-30 23:18:35,049 - INFO - Step 3800: {'train_loss_batch': 6.512511730194092, 'train_lr': 0.1, 'batch_time': 0.5013092408459991, 'data_time': 0.004625066460135484}
2025-10-30 23:19:24,966 - INFO - Step 3900: {'train_loss_batch': 6.678333759307861, 'train_lr': 0.1, 'batch_time': 0.5012544615089634, 'data_time': 0.004531953799910986}
2025-10-30 23:20:15,195 - INFO - Step 4000: {'train_loss_batch': 6.3006415367126465, 'train_lr': 0.1, 'batch_time': 0.5012803060416727, 'data_time': 0.004521579868761905}
2025-10-30 23:21:05,097 - INFO - Step 4100: {'train_loss_batch': 6.311086654663086, 'train_lr': 0.1, 'batch_time': 0.5012251795922451, 'data_time': 0.004435355184834575}
2025-10-30 23:21:55,018 - INFO - Step 4200: {'train_loss_batch': 6.239974021911621, 'train_lr': 0.1, 'batch_time': 0.5011771167354679, 'data_time': 0.004354032327152099}
2025-10-30 23:22:45,493 - INFO - Step 4300: {'train_loss_batch': 6.1670355796813965, 'train_lr': 0.1, 'batch_time': 0.5012601314935815, 'data_time': 0.004399571521868126}
2025-10-30 23:23:36,189 - INFO - Step 4400: {'train_loss_batch': 6.300740718841553, 'train_lr': 0.1, 'batch_time': 0.5013895257444063, 'data_time': 0.004495129263474166}
2025-10-30 23:24:26,640 - INFO - Step 4500: {'train_loss_batch': 6.196526527404785, 'train_lr': 0.1, 'batch_time': 0.5014589532061011, 'data_time': 0.004526395369730799}
2025-10-30 23:25:16,561 - INFO - Step 4600: {'train_loss_batch': 6.653640270233154, 'train_lr': 0.1, 'batch_time': 0.50140996001073, 'data_time': 0.004449641437692192}
2025-10-30 23:26:06,480 - INFO - Step 4700: {'train_loss_batch': 6.190902233123779, 'train_lr': 0.1, 'batch_time': 0.5013628650081839, 'data_time': 0.0043759491564846625}
2025-10-30 23:26:56,865 - INFO - Step 4800: {'train_loss_batch': 6.739163398742676, 'train_lr': 0.1, 'batch_time': 0.5014146238882029, 'data_time': 0.004397692717107428}
2025-10-30 23:27:46,804 - INFO - Step 4900: {'train_loss_batch': 6.293219566345215, 'train_lr': 0.1, 'batch_time': 0.5013733032260032, 'data_time': 0.004328033384608385}
2025-10-30 23:28:37,505 - INFO - Step 5000: {'train_loss_batch': 6.023375034332275, 'train_lr': 0.1, 'batch_time': 0.5014858483743773, 'data_time': 0.0044082256108135065}
2025-10-30 23:29:27,765 - INFO - Step 5100: {'train_loss_batch': 6.477677345275879, 'train_lr': 0.1, 'batch_time': 0.501507626400581, 'data_time': 0.004401253616312068}
2025-10-30 23:30:17,709 - INFO - Step 5200: {'train_loss_batch': 6.150257110595703, 'train_lr': 0.1, 'batch_time': 0.5014678769514116, 'data_time': 0.004334788119831903}
2025-10-30 23:31:07,660 - INFO - Step 5300: {'train_loss_batch': 6.7743611335754395, 'train_lr': 0.1, 'batch_time': 0.501431019030479, 'data_time': 0.004271909080121095}
2025-10-30 23:31:58,358 - INFO - Step 5400: {'train_loss_batch': 5.86017370223999, 'train_lr': 0.1, 'batch_time': 0.5015336425409033, 'data_time': 0.004350049344285112}
2025-10-30 23:32:48,611 - INFO - Step 5500: {'train_loss_batch': 6.132880687713623, 'train_lr': 0.1, 'batch_time': 0.5015517302674177, 'data_time': 0.004345366877223162}
2025-10-30 23:33:38,586 - INFO - Step 5600: {'train_loss_batch': 5.96425724029541, 'train_lr': 0.1, 'batch_time': 0.5015195650067676, 'data_time': 0.004285482525123142}
2025-10-30 23:34:29,142 - INFO - Step 5700: {'train_loss_batch': 6.013287544250488, 'train_lr': 0.1, 'batch_time': 0.5015904585157982, 'data_time': 0.0043394875053856755}
2025-10-30 23:35:19,882 - INFO - Step 5800: {'train_loss_batch': 5.866499900817871, 'train_lr': 0.1, 'batch_time': 0.5016904896116527, 'data_time': 0.004421223568271058}
2025-10-30 23:36:09,806 - INFO - Step 5900: {'train_loss_batch': 6.456423282623291, 'train_lr': 0.1, 'batch_time': 0.5016489982039337, 'data_time': 0.004362895839841785}
2025-10-30 23:37:00,083 - INFO - Step 6000: {'train_loss_batch': 6.611647605895996, 'train_lr': 0.1, 'batch_time': 0.5016675995024338, 'data_time': 0.004358740413890165}
2025-10-30 23:37:50,034 - INFO - Step 6100: {'train_loss_batch': 6.4682793617248535, 'train_lr': 0.1, 'batch_time': 0.5016323490389799, 'data_time': 0.004303029474128057}
2025-10-30 23:38:40,555 - INFO - Step 6200: {'train_loss_batch': 6.470645904541016, 'train_lr': 0.1, 'batch_time': 0.5016899616021223, 'data_time': 0.004346110901127437}
2025-10-30 23:39:30,788 - INFO - Step 6300: {'train_loss_batch': 6.361037731170654, 'train_lr': 0.1, 'batch_time': 0.5017001001896546, 'data_time': 0.004341504513659263}
2025-10-30 23:40:20,756 - INFO - Step 6400: {'train_loss_batch': 5.880898952484131, 'train_lr': 0.1, 'batch_time': 0.5016684380197428, 'data_time': 0.004288932268106645}
2025-10-30 23:41:11,017 - INFO - Step 6500: {'train_loss_batch': 6.425441741943359, 'train_lr': 0.1, 'batch_time': 0.5016828954192313, 'data_time': 0.004285522028769443}
2025-10-30 23:42:00,958 - INFO - Step 6600: {'train_loss_batch': 5.814816474914551, 'train_lr': 0.1, 'batch_time': 0.5016484856154048, 'data_time': 0.004234704948197602}
2025-10-30 23:42:51,749 - INFO - Step 6700: {'train_loss_batch': 5.641551971435547, 'train_lr': 0.1, 'batch_time': 0.5017419922371406, 'data_time': 0.004305755215035572}
2025-10-30 23:43:41,731 - INFO - Step 6800: {'train_loss_batch': 6.118658065795898, 'train_lr': 0.1, 'batch_time': 0.501713581496066, 'data_time': 0.004256674058821916}
2025-10-30 23:44:32,153 - INFO - Step 6900: {'train_loss_batch': 6.00094747543335, 'train_lr': 0.1, 'batch_time': 0.5017498993317366, 'data_time': 0.004274172085711031}
2025-10-30 23:45:22,109 - INFO - Step 7000: {'train_loss_batch': 5.761598110198975, 'train_lr': 0.1, 'batch_time': 0.5017186470533027, 'data_time': 0.0042271508844967075}
2025-10-30 23:46:12,388 - INFO - Step 7100: {'train_loss_batch': 6.4002885818481445, 'train_lr': 0.1, 'batch_time': 0.5017337151403714, 'data_time': 0.0042247323985839125}
2025-10-30 23:47:02,681 - INFO - Step 7200: {'train_loss_batch': 6.36116886138916, 'train_lr': 0.1, 'batch_time': 0.5017503235277542, 'data_time': 0.004222218650295542}
2025-10-30 23:47:53,296 - INFO - Step 7300: {'train_loss_batch': 5.687534332275391, 'train_lr': 0.1, 'batch_time': 0.5018105610088688, 'data_time': 0.0042641401258237946}
2025-10-30 23:48:43,730 - INFO - Step 7400: {'train_loss_batch': 5.50959587097168, 'train_lr': 0.1, 'batch_time': 0.5018447206368593, 'data_time': 0.004282678885808459}
2025-10-30 23:49:34,324 - INFO - Step 7500: {'train_loss_batch': 5.7659406661987305, 'train_lr': 0.1, 'batch_time': 0.5018992814965573, 'data_time': 0.004325764256467058}
2025-10-30 23:50:24,270 - INFO - Step 7600: {'train_loss_batch': 5.625544548034668, 'train_lr': 0.1, 'batch_time': 0.5018671815480986, 'data_time': 0.004281785547411798}
2025-10-30 23:51:14,902 - INFO - Step 7700: {'train_loss_batch': 5.632012367248535, 'train_lr': 0.1, 'batch_time': 0.5019249200294612, 'data_time': 0.00432999826626195}
2025-10-30 23:52:04,860 - INFO - Step 7800: {'train_loss_batch': 5.616167068481445, 'train_lr': 0.1, 'batch_time': 0.5018949203652582, 'data_time': 0.004286658655388388}
2025-10-30 23:52:54,810 - INFO - Step 7900: {'train_loss_batch': 5.533238410949707, 'train_lr': 0.1, 'batch_time': 0.5018645344678547, 'data_time': 0.004244698133518117}
2025-10-30 23:53:45,062 - INFO - Step 8000: {'train_loss_batch': 5.548572063446045, 'train_lr': 0.1, 'batch_time': 0.5018728000792008, 'data_time': 0.004241868028520361}
2025-10-30 23:54:35,315 - INFO - Step 8100: {'train_loss_batch': 6.565783500671387, 'train_lr': 0.1, 'batch_time': 0.5018808664826461, 'data_time': 0.004239955488185414}
2025-10-30 23:55:25,318 - INFO - Step 8200: {'train_loss_batch': 6.291695594787598, 'train_lr': 0.1, 'batch_time': 0.5018582099269853, 'data_time': 0.004200328953192592}
2025-10-30 23:56:15,941 - INFO - Step 8300: {'train_loss_batch': 6.223789691925049, 'train_lr': 0.1, 'batch_time': 0.5019109509620533, 'data_time': 0.004242836316081935}
2025-10-30 23:57:06,374 - INFO - Step 8400: {'train_loss_batch': 5.349140644073486, 'train_lr': 0.1, 'batch_time': 0.5019396889878092, 'data_time': 0.004259927941708179}
2025-10-30 23:57:56,347 - INFO - Step 8500: {'train_loss_batch': 5.252942085266113, 'train_lr': 0.1, 'batch_time': 0.501913700282132, 'data_time': 0.0042213493901804575}
2025-10-30 23:58:46,889 - INFO - Step 8600: {'train_loss_batch': 6.290040969848633, 'train_lr': 0.1, 'batch_time': 0.5019544436618099, 'data_time': 0.004256194780738031}
2025-10-30 23:59:37,146 - INFO - Step 8700: {'train_loss_batch': 5.365871906280518, 'train_lr': 0.1, 'batch_time': 0.5019614869404793, 'data_time': 0.0042529577442235395}
2025-10-31 00:00:27,705 - INFO - Step 8800: {'train_loss_batch': 5.582390785217285, 'train_lr': 0.1, 'batch_time': 0.5020026618032994, 'data_time': 0.004286377257399228}
2025-10-31 00:01:17,989 - INFO - Step 8900: {'train_loss_batch': 6.2357025146484375, 'train_lr': 0.1, 'batch_time': 0.5020100133176092, 'data_time': 0.004284302956092868}
2025-10-31 00:02:08,250 - INFO - Step 9000: {'train_loss_batch': 5.6154398918151855, 'train_lr': 0.1, 'batch_time': 0.5020186751170392, 'data_time': 0.0042844588671005004}
2025-10-31 00:02:58,207 - INFO - Step 9100: {'train_loss_batch': 5.398769378662109, 'train_lr': 0.1, 'batch_time': 0.5019917867954138, 'data_time': 0.00424913468825635}
2025-10-31 00:03:48,949 - INFO - Step 9200: {'train_loss_batch': 6.165949821472168, 'train_lr': 0.1, 'batch_time': 0.5020507555554165, 'data_time': 0.00429662239705722}
2025-10-31 00:04:38,928 - INFO - Step 9300: {'train_loss_batch': 6.277523040771484, 'train_lr': 0.1, 'batch_time': 0.5020264192443166, 'data_time': 0.0042615197522834275}
2025-10-31 00:05:29,481 - INFO - Step 9400: {'train_loss_batch': 5.254553318023682, 'train_lr': 0.1, 'batch_time': 0.5020636893652713, 'data_time': 0.004290361960331641}
2025-10-31 00:06:20,106 - INFO - Step 9500: {'train_loss_batch': 5.368976593017578, 'train_lr': 0.1, 'batch_time': 0.502107766261541, 'data_time': 0.004325775883847971}
2025-10-31 00:07:10,498 - INFO - Step 9600: {'train_loss_batch': 5.201813697814941, 'train_lr': 0.1, 'batch_time': 0.5021266464938249, 'data_time': 0.004337733269433108}
2025-10-31 00:08:00,466 - INFO - Step 9700: {'train_loss_batch': 6.254139423370361, 'train_lr': 0.1, 'batch_time': 0.5021013337156844, 'data_time': 0.004303460391006965}
2025-10-31 00:08:50,728 - INFO - Step 9800: {'train_loss_batch': 6.266291618347168, 'train_lr': 0.1, 'batch_time': 0.5021066126099971, 'data_time': 0.004301734632794291}
2025-10-31 00:09:40,662 - INFO - Step 9900: {'train_loss_batch': 6.293220520019531, 'train_lr': 0.1, 'batch_time': 0.5020786880327107, 'data_time': 0.004268511294499875}
2025-10-31 00:10:31,247 - INFO - Step 10000: {'train_loss_batch': 6.172948360443115, 'train_lr': 0.1, 'batch_time': 0.5021163950013156, 'data_time': 0.0043006349999765645}
2025-10-31 00:13:04,632 - INFO - Step 0: {'epoch': 0, 'learning_rate': 0.020000800000000003, 'train_loss': 6.2768051058563135, 'train_top1': 3.7520302348825587, 'train_top5': 11.100309220389805, 'val_loss': 8.85471219329834, 'val_top1': 0.034, 'val_top5': 0.092}
2025-10-31 00:13:04,634 - INFO - Epoch 000 Summary - LR: 0.020001, Train Loss: 6.2768, Train Top1: 3.75%, Val Loss: 8.8547, Val Top1: 0.03%, Val Top5: 0.09%
2025-10-31 00:13:05,167 - INFO - New best model saved with validation accuracy: 0.034%
2025-10-31 00:13:05,168 - INFO - Checkpoint saved: /home/ubuntu/imagenet-1k/checkpoints/resnet50_20251030_224647/checkpoint_epoch_001.pth
2025-10-31 00:13:07,220 - INFO - Step 10009: {'train_loss_batch': 6.190250873565674, 'train_lr': 0.020000800000000003, 'batch_time': 2.050769329071045, 'data_time': 1.4937798976898193}
2025-10-31 00:13:56,977 - INFO - Step 10109: {'train_loss_batch': 5.944512367248535, 'train_lr': 0.020000800000000003, 'batch_time': 0.5129516526023941, 'data_time': 0.015930610127968363}
2025-10-31 00:14:46,861 - INFO - Step 10209: {'train_loss_batch': 5.0887227058410645, 'train_lr': 0.020000800000000003, 'batch_time': 0.5059307712820632, 'data_time': 0.00851310663555392}
2025-10-31 00:15:36,793 - INFO - Step 10309: {'train_loss_batch': 5.176415920257568, 'train_lr': 0.020000800000000003, 'batch_time': 0.5037331295963934, 'data_time': 0.006021201016498959}
2025-10-31 00:16:26,745 - INFO - Step 10409: {'train_loss_batch': 5.29991340637207, 'train_lr': 0.020000800000000003, 'batch_time': 0.5026812987434597, 'data_time': 0.0047669511780774505}
2025-10-31 00:17:16,703 - INFO - Step 10509: {'train_loss_batch': 5.472222328186035, 'train_lr': 0.020000800000000003, 'batch_time': 0.502062409699796, 'data_time': 0.004015719343326287}
2025-10-31 00:18:06,676 - INFO - Step 10609: {'train_loss_batch': 6.1782989501953125, 'train_lr': 0.020000800000000003, 'batch_time': 0.5016749516104699, 'data_time': 0.003520518095045042}
2025-10-31 00:18:56,661 - INFO - Step 10709: {'train_loss_batch': 4.888262748718262, 'train_lr': 0.020000800000000003, 'batch_time': 0.5014127664661271, 'data_time': 0.0031619694365584393}
2025-10-31 00:19:46,614 - INFO - Step 10809: {'train_loss_batch': 4.737466812133789, 'train_lr': 0.020000800000000003, 'batch_time': 0.5011782931924312, 'data_time': 0.0028900427467069972}
2025-10-31 00:20:36,585 - INFO - Step 10909: {'train_loss_batch': 5.040740489959717, 'train_lr': 0.020000800000000003, 'batch_time': 0.501015379743756, 'data_time': 0.002684062381960311}
2025-10-31 00:21:26,562 - INFO - Step 11009: {'train_loss_batch': 4.927275657653809, 'train_lr': 0.020000800000000003, 'batch_time': 0.5008908358963576, 'data_time': 0.002518362575001293}
2025-10-31 00:22:16,536 - INFO - Step 11109: {'train_loss_batch': 6.055802345275879, 'train_lr': 0.020000800000000003, 'batch_time': 0.5007860892258591, 'data_time': 0.002384086395804174}
2025-10-31 00:23:06,492 - INFO - Step 11209: {'train_loss_batch': 5.8787994384765625, 'train_lr': 0.020000800000000003, 'batch_time': 0.5006838603182499, 'data_time': 0.0022650382401643446}
2025-10-31 00:23:56,453 - INFO - Step 11309: {'train_loss_batch': 4.901471138000488, 'train_lr': 0.020000800000000003, 'batch_time': 0.5006014739981438, 'data_time': 0.0021687897235773603}
2025-10-31 00:24:46,461 - INFO - Step 11409: {'train_loss_batch': 6.2727532386779785, 'train_lr': 0.020000800000000003, 'batch_time': 0.5005639526862744, 'data_time': 0.0020851260164139697}
2025-10-31 00:25:36,444 - INFO - Step 11509: {'train_loss_batch': 4.7280731201171875, 'train_lr': 0.020000800000000003, 'batch_time': 0.5005148486404877, 'data_time': 0.002011345832209679}
2025-10-31 00:26:26,411 - INFO - Step 11609: {'train_loss_batch': 6.324467182159424, 'train_lr': 0.020000800000000003, 'batch_time': 0.5004619640681537, 'data_time': 0.0019521844305149247}
2025-10-31 00:27:16,412 - INFO - Step 11709: {'train_loss_batch': 5.876463413238525, 'train_lr': 0.020000800000000003, 'batch_time': 0.5004351708133525, 'data_time': 0.0018974951195198252}
2025-10-31 00:28:06,375 - INFO - Step 11809: {'train_loss_batch': 5.554443836212158, 'train_lr': 0.020000800000000003, 'batch_time': 0.5003903306635932, 'data_time': 0.0018458701318532212}
2025-10-31 00:28:56,372 - INFO - Step 11909: {'train_loss_batch': 6.173773288726807, 'train_lr': 0.020000800000000003, 'batch_time': 0.5003684102579645, 'data_time': 0.0018033470874206446}
2025-10-31 00:29:46,341 - INFO - Step 12009: {'train_loss_batch': 6.08071756362915, 'train_lr': 0.020000800000000003, 'batch_time': 0.5003342495031323, 'data_time': 0.0017635717444393648}
2025-10-31 00:30:36,302 - INFO - Step 12109: {'train_loss_batch': 4.9103264808654785, 'train_lr': 0.020000800000000003, 'batch_time': 0.5002997344814557, 'data_time': 0.001727065831238403}
2025-10-31 00:31:26,263 - INFO - Step 12209: {'train_loss_batch': 4.55732536315918, 'train_lr': 0.020000800000000003, 'batch_time': 0.5002685193309238, 'data_time': 0.0016923114312122974}
2025-10-31 00:32:16,251 - INFO - Step 12309: {'train_loss_batch': 5.389469623565674, 'train_lr': 0.020000800000000003, 'batch_time': 0.5002513718263112, 'data_time': 0.0016635967720492618}
2025-10-31 00:33:06,221 - INFO - Step 12409: {'train_loss_batch': 5.020079612731934, 'train_lr': 0.020000800000000003, 'batch_time': 0.5002286179966353, 'data_time': 0.0016342841898684996}
2025-10-31 00:33:56,192 - INFO - Step 12509: {'train_loss_batch': 4.993296146392822, 'train_lr': 0.020000800000000003, 'batch_time': 0.500207614441101, 'data_time': 0.001610124268468882}
2025-10-31 00:34:46,178 - INFO - Step 12609: {'train_loss_batch': 4.821898937225342, 'train_lr': 0.020000800000000003, 'batch_time': 0.5001941438548063, 'data_time': 0.0015870858412071265}
2025-10-31 00:35:36,150 - INFO - Step 12709: {'train_loss_batch': 4.758194446563721, 'train_lr': 0.020000800000000003, 'batch_time': 0.5001764714122039, 'data_time': 0.00156476673308411}
2025-10-31 00:36:26,113 - INFO - Step 12809: {'train_loss_batch': 4.882438659667969, 'train_lr': 0.020000800000000003, 'batch_time': 0.5001571575091251, 'data_time': 0.001543183021994839}
2025-10-31 00:37:16,071 - INFO - Step 12909: {'train_loss_batch': 4.714035511016846, 'train_lr': 0.020000800000000003, 'batch_time': 0.5001371224885642, 'data_time': 0.0015253819337757405}
2025-10-31 00:38:06,078 - INFO - Step 13009: {'train_loss_batch': 5.868227958679199, 'train_lr': 0.020000800000000003, 'batch_time': 0.5001348758768693, 'data_time': 0.001507217826067865}
2025-10-31 00:38:56,069 - INFO - Step 13109: {'train_loss_batch': 6.038296699523926, 'train_lr': 0.020000800000000003, 'batch_time': 0.5001275582453467, 'data_time': 0.0014903144811822767}
2025-10-31 00:39:46,081 - INFO - Step 13209: {'train_loss_batch': 6.0506134033203125, 'train_lr': 0.020000800000000003, 'batch_time': 0.5001272449862841, 'data_time': 0.0014744371743695285}
2025-10-31 00:40:36,070 - INFO - Step 13309: {'train_loss_batch': 4.758933067321777, 'train_lr': 0.020000800000000003, 'batch_time': 0.5001200160558423, 'data_time': 0.0014606425705117841}
2025-10-31 00:41:26,058 - INFO - Step 13409: {'train_loss_batch': 5.823519706726074, 'train_lr': 0.020000800000000003, 'batch_time': 0.5001130914449762, 'data_time': 0.0014471991627891426}
2025-10-31 00:42:16,071 - INFO - Step 13509: {'train_loss_batch': 4.73281717300415, 'train_lr': 0.020000800000000003, 'batch_time': 0.500113447268872, 'data_time': 0.0014346315328886221}
2025-10-31 00:43:06,073 - INFO - Step 13609: {'train_loss_batch': 5.402322292327881, 'train_lr': 0.020000800000000003, 'batch_time': 0.500110619798431, 'data_time': 0.0014224807211704567}
2025-10-31 00:43:56,072 - INFO - Step 13709: {'train_loss_batch': 5.429834365844727, 'train_lr': 0.020000800000000003, 'batch_time': 0.5001073391235896, 'data_time': 0.001412416464314207}
2025-10-31 00:44:46,055 - INFO - Step 13809: {'train_loss_batch': 5.565915584564209, 'train_lr': 0.020000800000000003, 'batch_time': 0.5001001102740562, 'data_time': 0.0014019631549139708}
2025-10-31 00:45:36,037 - INFO - Step 13909: {'train_loss_batch': 5.824715614318848, 'train_lr': 0.020000800000000003, 'batch_time': 0.5000928378477979, 'data_time': 0.00139204155815103}
2025-10-31 00:46:26,023 - INFO - Step 14009: {'train_loss_batch': 5.544178009033203, 'train_lr': 0.020000800000000003, 'batch_time': 0.500087085529376, 'data_time': 0.0013825070467688863}
2025-10-31 00:47:15,975 - INFO - Step 14109: {'train_loss_batch': 5.810308933258057, 'train_lr': 0.020000800000000003, 'batch_time': 0.5000732598494274, 'data_time': 0.001372912487615117}
2025-10-31 00:48:05,965 - INFO - Step 14209: {'train_loss_batch': 4.9228835105896, 'train_lr': 0.020000800000000003, 'batch_time': 0.5000689479743433, 'data_time': 0.001365461907935012}
2025-10-31 00:48:55,919 - INFO - Step 14309: {'train_loss_batch': 5.753781318664551, 'train_lr': 0.020000800000000003, 'batch_time': 0.50005657770999, 'data_time': 0.0013555023066528008}
